rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,129850,2,1,6,candidate,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r2,c1) | IGETUNLINK_REG_REG(r4,r3) | COPY_REG_REG(r5,r1)","r1=R1;r2=R27;r3=R14;c1=int:2;r4=R3;r5=R13","benchmark_awfy_richards_opt",2853
219,2327,1,1,7,candidate,"ICOPY_REG_REG(r1,r2) | IEQ_REG_REG_INT(r3,r1,c1) | BRF_ID_REG(c2,r3) | COPY_REG_REG(r4,r5)","r1=R23;r2=R1;r3=R25;c1=int:0;c2=label@3525;r4=R30;r5=R28","benchmark_awfy_richards_opt",3470
220,2327,1,1,11,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | UNLINKN_REG_REG(r2,r3) | BRF_ID_REG(c2,r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r4,r5,c3,c4,r6,r7,c1)","r1=R21;r2=R23;c1=int:1;r3=R22;c2=label@3831;r4=R7;r5=R41;c3=int:5;c4=int:6;r6=R20;r7=R32","benchmark_awfy_richards_opt",3787
221,2327,1,1,7,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINKN_REG_REG(r1,r3) | LINKATTR1_REG_REG_INT(r3,r4,c1) | MINLINKATTR1_REG_REG_REG_INT(r1,r3,r5,c2)","r1=R32;r2=R25;r3=R31;r4=R28;c1=int:14;r5=R23;c2=int:0","benchmark_awfy_richards_opt",3567
222,2327,1,1,6,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r1,c2) | IGT_REG_REG_REG(r4,r2,r1)","r1=R25;r2=R32;c1=int:0;r3=R31;c2=int:3;r4=R22","benchmark_awfy_richards_opt",3582
223,2327,1,1,10,candidate,"ISUB_REG_REG_INT(r1,r2,c1) | IEQ_REG_REG_INT(r3,r4,c2) | BRF_ID_REG(c3,r3) | LINKATTR1_REG_REG_INT(r5,r6,c4)","r1=R31;r2=R20;c1=int:1;r3=R21;r4=R32;c2=int:0;c3=label@3670;r5=R8;r6=R28;c4=int:10","benchmark_awfy_richards_opt",3644
224,2327,1,1,7,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r1,r4,c2) | ILOADSETUNLINKN_REG_REG_INT_REG(r5,r3,c2,r1) | LOAD_REG_INT(r3,c2)","r1=R31;r2=R28;c1=int:14;r3=R32;r4=R23;c2=int:0;r5=R25","benchmark_awfy_richards_opt",3573
225,2327,1,1,9,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r1,r4,c2) | ISETUNLINKN_REG_REG_REG(r3,r5,r1) | BCTP_ID_REG(c3,r6)","r1=R36;r2=R28;c1=int:13;r3=R35;r4=R23;c2=int:0;r5=R31;c3=label@3593;r6=R32","benchmark_awfy_richards_opt",3714
226,2327,1,1,8,candidate,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_REG(r2,r3,r1) | BRT_ID_REG(c2,r2) | LINKATTR1_REG_REG_INT(r4,r5,c3)","r1=R25;c1=int:3;r2=R22;r3=R32;c2=label@3730;r4=R20;r5=R28;c3=int:26","benchmark_awfy_richards_opt",3590
227,2327,1,1,6,candidate,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | IGT_REG_REG_REG(r3,r1,r2) | BRT_ID_REG(c3,r3)","r1=R32;c1=int:0;r2=R25;c2=int:3;r3=R22;c3=label@3730","benchmark_awfy_richards_opt",3587
228,2327,1,1,6,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | ILOADSETUNLINKN_REG_REG_INT_REG(r4,r1,c1,r2) | LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r4,c2)","r1=R32;r2=R31;r3=R23;c1=int:0;r4=R25;c2=int:3","benchmark_awfy_richards_opt",3577
229,2327,1,1,13,candidate,"UNLINKN_REG_REG(r1,r2) | BRF_ID_REG(c1,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r4,r5,c2,c3,r6,r7,c4) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r8,r5,c2,c3,r9,r7,c4)","r1=R23;r2=R22;c1=label@3831;r3=R21;r4=R7;r5=R41;c2=int:5;c3=int:6;r6=R20;r7=R32;c4=int:1;r8=R46;r9=R6","benchmark_awfy_richards_opt",3791
230,2327,1,1,7,candidate,"UNLINKN_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r2,r3,c1) | MINLINKATTR1_REG_REG_REG_INT(r1,r2,r4,c2) | ILOADSETUNLINKN_REG_REG_INT_REG(r5,r1,c2,r2)","r1=R32;r2=R31;r3=R28;c1=int:14;r4=R23;c2=int:0;r5=R25","benchmark_awfy_richards_opt",3570
231,2327,1,1,9,candidate,"UNLINK_REG(r1) | ILOADSETUNLINKN_REG_REG_INT_REG(r2,r3,c1,r4) | LINKATTR1_REG_REG_INT(r5,r6,c2) | IGETUNLINK_REG_REG(r7,r5)","r1=R22;r2=R20;r3=R21;c1=int:1;r4=R31;r5=R32;r6=R30;c2=int:2;r7=R29","benchmark_awfy_richards_opt",3497
232,2325,1,1,14,candidate,"BRF_ID_REG(c1,r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r3,c2,c3,r4,r5,c4) | LINKATTR1_REG_REG_INT(r6,r3,c5) | MINLINKATTR1_REG_REG_REG_INT(r7,r6,r8,c6)","c1=label@3990;r1=R53;r2=R50;r3=R41;c2=int:5;c3=int:6;r4=R52;r5=R32;c4=int:1;r6=R48;c5=int:17;r7=R49;r8=R25;c6=int:0","benchmark_awfy_richards_opt",3946
233,2325,1,1,7,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINKN_REG_REG(r3,r1) | UNLINK_REG(r4) | LINKATTR1_REG_REG_INT(r5,r6,c1)","r1=R21;r2=R8;r3=R7;r4=R20;r5=R52;r6=R41;c1=int:14","benchmark_awfy_richards_opt",4200
234,2325,1,1,6,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINKN_REG_REG(r3,r1) | UNLINK_REG(r4) | SETTP_REG_INT(r5,c1)","r1=R52;r2=R49;r3=R48;r4=R50;r5=R41;c1=int:256","benchmark_awfy_richards_opt",3966
235,2325,1,1,13,candidate,"IGTE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c3,c4,r5,r6,c5) | LINKATTR1_REG_REG_INT(r7,r4,c6)","r1=R53;r2=R34;c1=int:4;c2=label@3990;r3=R50;r4=R41;c3=int:5;c4=int:6;r5=R52;r6=R32;c5=int:1;r7=R48;c6=int:17","benchmark_awfy_richards_opt",3942
236,2325,1,1,9,candidate,"UNLINKN_REG_REG(r1,r2) | UNLINK_REG(r3) | LINKATTR1_REG_REG_INT(r4,r5,c1) | MINLINKATTR1_REG_REG_REG_INT(r6,r4,r7,c2)","r1=R7;r2=R21;r3=R20;r4=R52;r5=R41;c1=int:14;r6=R53;r7=R25;c2=int:0","benchmark_awfy_richards_opt",4203
237,2325,1,1,8,candidate,"UNLINKN_REG_REG(r1,r2) | UNLINK_REG(r3) | SETTP_REG_INT(r4,c1) | CALL2_REG_FUNC_REG_REG(r5,c2,r4,r6)","r1=R48;r2=R52;r3=R50;r4=R41;c1=int:256;r5=R38;c2=func@98904;r6=R25","benchmark_awfy_richards_opt",3969
238,2325,1,1,7,candidate,"UNLINK_REG(r1) | IEQ_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2) | LINKATTR1_REG_REG_INT(r1,r4,c3)","r1=R51;r2=R53;r3=R34;c1=int:0;c2=label@4114;r4=R41;c3=int:14","benchmark_awfy_richards_opt",4078
239,2325,1,1,11,candidate,"UNLINK_REG(r1) | IGTE_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r4,r5,c3,c4,r1,r6,c5)","r1=R52;r2=R53;r3=R34;c1=int:4;c2=label@3990;r4=R50;r5=R41;c3=int:5;c4=int:6;r6=R32;c5=int:1","benchmark_awfy_richards_opt",3940
240,2325,1,1,10,candidate,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | MINLINKATTR1_REG_REG_REG_INT(r4,r2,r5,c2) | IADD_REG_REG_INT(r6,r7,c3)","r1=R20;r2=R52;r3=R41;c1=int:14;r4=R53;r5=R25;c2=int:0;r6=R51;r7=R34;c3=int:1","benchmark_awfy_richards_opt",4206
241,1521,2,1,7,candidate,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2) | LOAD_REG_INT(r3,c2) | ISETATTR1_REG_INT_REG(r4,c3,r3)","r1=R32;c1=label@3547;r2=R31;r3=R22;c2=int:3;r4=R28;c3=int:27","benchmark_awfy_richards_opt",3533
242,1164,1,1,7,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | ISETATTR1_REG_INT_REG(r3,c3,r2) | BR_ID(c4)","c1=label@3547;r1=R31;r2=R22;c2=int:3;r3=R28;c3=int:27;c4=label@3554","benchmark_awfy_richards_opt",3535
243,1164,1,1,6,candidate,"IEQ_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3)","r1=R31;r2=R32;c1=int:2;c2=label@3547;r3=R22;c3=int:3","benchmark_awfy_richards_opt",3529
244,1163,1,1,9,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c2) | MINLINKATTR1_REG_REG_REG_INT(r4,r3,r5,c3) | LINKATTR1_REG_REG_INT(r6,r1,c1)","r1=R28;c1=int:27;r2=R20;r3=R31;c2=int:15;r4=R32;r5=R23;c3=int:0;r6=R25","benchmark_awfy_richards_opt",3550
245,1163,1,1,9,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LINKATTR1_REG_REG_INT(r3,r2,c3) | MINLINKATTR1_REG_REG_REG_INT(r4,r3,r5,c4)","r1=R20;c1=int:2;r2=R28;c2=int:27;r3=R31;c3=int:15;r4=R32;r5=R23;c4=int:0","benchmark_awfy_richards_opt",3547
246,357,1,1,7,candidate,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | ISETATTR1_REG_INT_REG(r3,c3,r2) | LINKATTR1_REG_REG_INT(r4,r3,c3)","c1=label@3634;r1=R20;r2=R7;c2=int:1;r3=R28;c3=int:26;r4=R21","benchmark_awfy_richards_opt",3624
247,357,1,1,6,candidate,"IGT_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3)","r1=R20;r2=R21;c1=int:26;c2=label@3634;r3=R7;c3=int:1","benchmark_awfy_richards_opt",3618
248,357,1,1,6,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | IADD_REG_REG_INT(r4,r3,c2) | UNLINK_REG(r3)","r1=R28;c1=int:26;r2=R7;r3=R21;r4=R20;c2=int:65","benchmark_awfy_richards_opt",3630
249,357,1,1,7,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LINKATTR1_REG_REG_INT(r3,r2,c2) | IADD_REG_REG_INT(r4,r3,c3)","r1=R7;c1=int:1;r2=R28;c2=int:26;r3=R21;r4=R20;c3=int:65","benchmark_awfy_richards_opt",3627
250,340,1,1,9,candidate,"BRF_ID_REG(c1,r1) | ICOPY_REG_REG(r2,r3) | LINKATTR1_REG_REG_INT(r4,r5,c2) | MINLINKATTR1_REG_REG_REG_INT(r6,r4,r3,c3)","c1=label@2169;r1=R7;r2=R1;r3=R0;r4=R5;r5=R9;c2=int:17;r6=R6;c3=int:0","benchmark_awfy_richards_opt",2147
251,340,1,1,7,candidate,"ICOPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | MINLINKATTR1_REG_REG_REG_INT(r5,r3,r2,c2) | IGETUNLINK_REG_REG(r2,r5)","r1=R1;r2=R0;r3=R5;r4=R9;c1=int:17;r5=R6;c2=int:0","benchmark_awfy_richards_opt",2150
252,340,1,1,8,candidate,"INE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | ICOPY_REG_REG(r3,r2) | LINKATTR1_REG_REG_INT(r4,r5,c3)","r1=R7;r2=R0;c1=int:0;c2=label@2169;r3=R1;r4=R5;r5=R9;c3=int:17","benchmark_awfy_richards_opt",2143
253,340,1,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r1,r4,c2) | IGETUNLINK_REG_REG(r4,r3) | UNLINK_REG(r1)","r1=R5;r2=R9;c1=int:17;r3=R6;r4=R0;c2=int:0","benchmark_awfy_richards_opt",2153
254,340,1,1,5,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | IGETUNLINK_REG_REG(r3,r1) | UNLINK_REG(r2) | BR_ID(c2)","r1=R6;r2=R5;r3=R0;c1=int:0;c2=label@2143","benchmark_awfy_richards_opt",2157
255,340,1,1,6,candidate,"UNLINK_REG(r1) | INE_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2) | ICOPY_REG_REG(r4,r3)","r1=R6;r2=R7;r3=R0;c1=int:0;c2=label@2169;r4=R1","benchmark_awfy_richards_opt",2141
256,64,48,1,7,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r2,c2) | MINLINKATTR1_REG_REG_REG_INT(r4,r1,r3,c3) | UNLINK_REG(r3)","r1=R4;r2=R11;c1=int:17;r3=R13;c2=int:9;r4=R12;c3=int:0","benchmark_awfy_richards_opt",479
257,45,35,1,7,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r4,r1,c2) | UNLINK_REG(r1) | ILOADSETUNLINKN_REG_REG_INT_REG(r5,r3,c2,r4)","r1=R13;r2=R11;c1=int:9;r3=R12;r4=R4;c2=int:0;r5=R14","benchmark_awfy_richards_opt",483
258,29,23,1,8,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKATTR1_REG_REG_INT(r3,r4,c2) | LINKATTR1_REG_REG_INT(r5,r4,c3) | MINLINKATTR1_REG_REG_REG_INT(r2,r3,r5,c1)","r1=R14;r2=R12;c1=int:0;r3=R4;r4=R11;c2=int:15;r5=R13;c3=int:9","benchmark_awfy_richards_opt",494
259,29,23,1,7,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | UNLINK_REG(r3) | ILOADSETUNLINKN_REG_REG_INT_REG(r4,r1,c1,r2) | LINKATTR1_REG_REG_INT(r2,r5,c2)","r1=R12;r2=R4;r3=R13;c1=int:0;r4=R14;r5=R11;c2=int:15","benchmark_awfy_richards_opt",487
260,13,13,1,8,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SETATTRS_REG_INT(r1,c2) | LINKATTR1_REG_REG_INT(r3,r1,c3) | ILOADSETUNLINKN_REG_REG_INT_REG(r4,r3,c4,r1)","r1=R3;r2=R6;c1=int:24;c2=int:6;r3=R4;c3=int:1;r4=R1;c4=int:0","benchmark_awfy_richards_opt",372
261,12,6,1,8,candidate,"ISETUNLINKN_REG_REG_REG(r1,r2,r3) | LINKATTR1_REG_REG_INT(r3,r4,c1) | LINKATTR1_REG_REG_INT(r5,r4,c2) | MINLINKATTR1_REG_REG_REG_INT(r1,r3,r5,c3)","r1=R13;r2=R10;r3=R12;r4=R20;c1=int:15;r5=R17;c2=int:9;c3=int:0","benchmark_awfy_richards_opt",681
262,12,6,1,7,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r4,r1,c2) | UNLINK_REG(r1) | ISETUNLINKN_REG_REG_REG(r3,r5,r4)","r1=R17;r2=R20;c1=int:9;r3=R13;r4=R12;c2=int:0;r5=R10","benchmark_awfy_richards_opt",670
263,12,4,1,10,candidate,"LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c1,c2,r3,r4,c3) | ISETUNLINKN_REG_REG_REG(r3,r5,r1) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r1,r2,c4,c2,r3,r4,c3) | ISETUNLINKN_REG_REG_REG(r3,r6,r1)","r1=R8;r2=R12;c1=int:24;c2=int:6;r3=R10;r4=R13;c3=int:1;r5=R14;c4=int:20;r6=R15","benchmark_awfy_richards_opt",1849
264,12,6,1,7,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | UNLINK_REG(r3) | ISETUNLINKN_REG_REG_REG(r1,r4,r2) | LINKATTR1_REG_REG_INT(r2,r5,c2)","r1=R13;r2=R12;r3=R17;c1=int:0;r4=R10;r5=R20;c2=int:15","benchmark_awfy_richards_opt",674
265,12,6,1,7,candidate,"UNLINK_REG(r1) | ISETUNLINKN_REG_REG_REG(r2,r3,r4) | LINKATTR1_REG_REG_INT(r4,r5,c1) | LINKATTR1_REG_REG_INT(r1,r5,c2)","r1=R17;r2=R13;r3=R10;r4=R12;r5=R20;c1=int:15;c2=int:9","benchmark_awfy_richards_opt",679
266,10,10,1,8,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ILOADSETUNLINKN_REG_REG_INT_REG(r3,r1,c2,r2) | LINKATTR1_REG_REG_INT(r2,r4,c3) | SETATTRS_REG_INT(r2,c4)","r1=R4;r2=R3;c1=int:1;r3=R1;c2=int:0;r4=R6;c3=int:20;c4=int:6","benchmark_awfy_richards_opt",379
267,10,10,1,8,candidate,"SETATTRS_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r1,c2) | ILOADSETUNLINKN_REG_REG_INT_REG(r3,r2,c3,r1) | LINKATTR1_REG_REG_INT(r1,r4,c4)","r1=R3;c1=int:6;r2=R4;c2=int:1;r3=R1;c3=int:0;r4=R6;c4=int:20","benchmark_awfy_richards_opt",376
268,9,3,1,10,candidate,"ISETUNLINKN_REG_REG_REG(r1,r2,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c1,c2,r1,r5,c3) | ISETUNLINKN_REG_REG_REG(r1,r6,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c4,c2,r1,r5,c3)","r1=R10;r2=R14;r3=R8;r4=R12;c1=int:20;c2=int:6;r5=R13;c3=int:1;r6=R15;c4=int:23","benchmark_awfy_richards_opt",1857
269,8,6,1,8,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKATTR1_REG_REG_INT(r2,r4,c2) | LINKATTR1_REG_REG_INT(r1,r4,c3) | MINLINKATTR1_REG_REG_REG_INT(r5,r2,r1,c1)","r1=R17;r2=R12;c1=int:0;r3=R4;r4=R11;c2=int:10;c3=int:9;r5=R13","benchmark_awfy_richards_opt",554
270,8,8,1,8,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKATTR1_REG_REG_INT(r3,r4,c2) | SETATTRS_REG_INT(r3,c3) | LINKATTR1_REG_REG_INT(r2,r3,c4)","r1=R1;r2=R4;c1=int:0;r3=R3;r4=R6;c2=int:20;c3=int:6;c4=int:1","benchmark_awfy_richards_opt",383
271,8,6,1,7,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | UNLINK_REG(r3) | ILOADSETUNLINKN_REG_REG_INT_REG(r4,r1,c1,r2) | LINKATTR1_REG_REG_INT(r1,r5,c2)","r1=R12;r2=R4;r3=R13;c1=int:0;r4=R17;r5=R11;c2=int:10","benchmark_awfy_richards_opt",547
272,8,6,1,7,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | UNLINK_REG(r3) | ILOADSETUNLINKN_REG_REG_INT_REG(r4,r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r5,c2)","r1=R13;r2=R12;r3=R17;c1=int:0;r4=R4;r5=R11;c2=int:9","benchmark_awfy_richards_opt",627
273,8,6,1,8,candidate,"UNLINK_REG(r1) | ILOADSETUNLINKN_REG_REG_INT_REG(r2,r3,c1,r4) | LINKATTR1_REG_REG_INT(r3,r5,c2) | LINKATTR1_REG_REG_INT(r2,r5,c3)","r1=R13;r2=R17;r3=R12;c1=int:0;r4=R4;r5=R11;c2=int:10;c3=int:9","benchmark_awfy_richards_opt",552
274,7,7,1,9,candidate,"ILOADSETUNLINKN_REG_REG_INT_REG(r1,r2,c1,r3) | LINKATTR1_REG_REG_INT(r3,r4,c2) | LINKATTR1_REG_REG_INT(r5,r4,c3) | MINLINKATTR1_REG_REG_REG_INT(r2,r3,r5,c4)","r1=R15;r2=R12;c1=int:1;r3=R4;r4=R11;c2=int:16;r5=R13;c3=int:9;c4=int:0","benchmark_awfy_richards_opt",514
275,7,7,1,8,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINLINKATTR1_REG_REG_REG_INT(r3,r4,r1,c2) | UNLINK_REG(r1) | ILOADSETUNLINKN_REG_REG_INT_REG(r5,r3,c3,r4)","r1=R13;r2=R11;c1=int:9;r3=R12;r4=R4;c2=int:0;r5=R15;c3=int:1","benchmark_awfy_richards_opt",503
276,7,7,1,8,candidate,"MINLINKATTR1_REG_REG_REG_INT(r1,r2,r3,c1) | UNLINK_REG(r3) | ILOADSETUNLINKN_REG_REG_INT_REG(r4,r1,c2,r2) | LINKATTR1_REG_REG_INT(r2,r5,c3)","r1=R12;r2=R4;r3=R13;c1=int:0;r4=R15;c2=int:1;r5=R11;c3=int:16","benchmark_awfy_richards_opt",507
277,5,5,1,7,candidate,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | LINKATTR1_REG_REG_INT(r4,r3,c1) | IADD_REG_REG_INT(r5,r4,c2)","r1=R60;r2=R6;r3=R11;r4=R12;c1=int:9;r5=R13;c2=int:1","benchmark_awfy_richards_opt",459
278,5,5,1,7,candidate,"IGETUNLINK_REG_REG(r1,r2) | COPY_REG_REG(r3,r4) | COPY_REG_REG(r5,r3) | LINKATTR1_REG_REG_INT(r6,r5,c1)","r1=R10;r2=R17;r3=R60;r4=R11;r5=R20;r6=R13;c1=int:9","benchmark_awfy_richards_opt",643
279,5,3,1,7,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c2) | LINKATTR1_REG_REG_INT(r2,r1,c1) | MINLINKATTR1_REG_REG_REG_INT(r4,r3,r2,c3)","r1=R11;c1=int:9;r2=R13;r3=R4;c2=int:17;r4=R12;c3=int:0","benchmark_awfy_richards_opt",475
280,5,5,1,6,candidate,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IGETUNLINK_REG_REG(r3,r1) | COPY_REG_REG(r4,r2) | COPY_REG_REG(r5,r4)","r1=R17;r2=R11;c1=int:9;r3=R10;r4=R60;r5=R20","benchmark_awfy_richards_opt",639
281,5,5,1,6,candidate,"LOAD_REG_INT(r1,c1) | ISETATTR1_REG_INT_REG(r2,c2,r1) | LOAD_REG_INT(r1,c3) | ISETATTR1_REG_INT_REG(r2,c4,r1)","r1=R9;c1=int:-1;r2=R8;c2=int:2;c3=int:0;c4=int:1","benchmark_awfy_richards_opt",87
282,5,3,1,6,candidate,"UNLINK_REG(r1) | ISETATTR1_REG_INT_REG(r2,c1,r3) | LINKATTR1_REG_REG_INT(r4,r2,c2) | LINKATTR1_REG_REG_INT(r3,r2,c1)","r1=R12;r2=R11;c1=int:9;r3=R13;r4=R4;c2=int:17","benchmark_awfy_richards_opt",473
283,4,4,1,6,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LOAD_REG_INT(r2,c2) | ISETATTR1_REG_INT_REG(r1,c3,r2) | LOAD_REG_INT(r2,c4)","r1=R8;c1=int:18;r2=R9;c2=int:0;c3=int:6;c4=int:1","benchmark_awfy_richards_opt",111
284,3,1,1,6,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | LINKATTR1_REG_REG_INT(r2,r1,c3) | IADD_REG_REG_INT(r3,r2,c2)","r1=R9;c1=int:18;c2=int:1;r2=R5;c3=int:9;r3=R6","benchmark_awfy_richards_opt",1914
285,3,1,1,10,candidate,"ASSERTINITIALIZED_REG(r1) | NUMSCI_INT_INT_INT(c1,c2,c2) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r2,r1,c3,c4,r3,r4,c2) | LINKATTR1_REG_REG_INT(r5,r1,c5)","r1=R12;c1=int:18;c2=int:1;r2=R8;c3=int:21;c4=int:6;r3=R7;r4=R13;r5=R10;c5=int:22","benchmark_awfy_richards_opt",1825
286,3,3,1,7,candidate,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | SETATTRS_REG_INT(r3,c2) | LINKATTR1_REG_REG_INT(r4,r3,c3)","r1=R6;r2=R60;r3=R3;c1=int:21;c2=int:6;r4=R4;c3=int:1","benchmark_awfy_richards_opt",348
287,3,3,1,6,candidate,"IADD_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | ISETATTR1_REG_INT_REG(r3,c2,r1) | LINKATTR1_REG_REG_INT(r1,r3,c3)","r1=R12;r2=R13;c1=int:1;r3=R20;c2=int:9;c3=int:17","benchmark_awfy_richards_opt",656
288,3,3,1,6,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINKN_REG_REG(r1,r3) | LINKATTR1_REG_REG_INT(r3,r4,c1) | SETATTRS_REG_INT(r3,c2)","r1=R4;r2=R1;r3=R3;r4=R6;c1=int:24;c2=int:6","benchmark_awfy_richards_opt",366
289,3,1,1,9,candidate,"IGETUNLINK_REG_REG(r1,r2) | UNLINKN_REG_REG(r1,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c1,c2,r2,r5,c3) | ISETUNLINKN_REG_REG_REG(r2,r6,r3)","r1=R7;r2=R10;r3=R8;r4=R12;c1=int:24;c2=int:6;r5=R13;c3=int:1;r6=R14","benchmark_awfy_richards_opt",1843
290,3,3,1,7,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LINKATTR1_REG_REG_INT(r2,r1,c2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | MINLINKATTR1_REG_REG_REG_INT(r4,r2,r3,c3)","r1=R20;c1=int:9;r2=R12;c2=int:17;r3=R17;r4=R13;c3=int:0","benchmark_awfy_richards_opt",662
291,3,3,1,5,candidate,"ISETATTR1_REG_INT_REG(r1,c1,r2) | LOAD_REG_INT(r2,c2) | ISETATTR1_REG_INT_REG(r1,c3,r2) | LOAD_REG_INT(r2,c2)","r1=R8;c1=int:2;r2=R9;c2=int:0;c3=int:1","benchmark_awfy_richards_opt",90
292,3,1,1,10,candidate,"ISETUNLINKN_REG_REG_REG(r1,r2,r3) | LINKSETATTRSLINKADD_REG_REG_INT_INT_REG_REG_INT(r3,r4,c1,c2,r1,r5,c3) | ISETUNLINKN_REG_REG_REG(r1,r6,r3) | ISETATTR1_REG_INT_REG(r4,c4,r5)","r1=R10;r2=R17;r3=R8;r4=R12;c1=int:19;c2=int:6;r5=R13;c3=int:1;r6=R18;c4=int:22","benchmark_awfy_richards_opt",1893
